Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
*********,54,M,0,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,86928,4
*********,54,F,0,Unknown,Married,NJ,91750,yes,yes,no,unknown,White-collar,35066,4
*********,56,F,5,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,56624,5
*********,51,F,3,Uneducated,Married,NY,91750,no,no,no,cellular,Selfemployeed,14975,5
*********,37,F,3,Unknown,Single,FL,91750,yes,yes,no,unknown,Selfemployeed,14975,5
*********,51,F,1,Graduate,Married,NV,91750,yes,no,no,unknown,Blue-collar,10471,3
*********,45,F,5,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,44401,5
*********,33,M,2,Uneducated,Single,NY,91750,no,no,no,cellular,Govt,45253,4
*********,49,F,4,Graduate,Married,CA,91750,yes,yes,no,cellular,White-collar,91271,5
*********,58,F,1,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,205911,5
*********,43,F,3,High School,Unknown,CA,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,47,F,2,Doctorate,Married,NY,91750,yes,yes,no,cellular,Govt,31400,3
*********,43,F,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Selfemployeed,5525,5
*********,42,F,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Blue-collar,49704,4
*********,56,F,2,Graduate,Single,CA,91750,yes,no,yes,unknown,Govt,35570,5
*********,39,F,3,Doctorate,Unknown,NY,91750,yes,yes,no,cellular,Retirees,44543,5
*********,49,F,1,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,24721,4
*********,43,M,3,Graduate,Unknown,CA,91750,no,no,no,cellular,Selfemployeed,67007,4
*********,53,F,4,Unknown,Single,CA,91750,no,yes,no,cellular,Businessman,39274,4
*********,52,M,1,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,107133,3
*********,42,M,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,59980,4
*********,43,F,3,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,48110,3
*********,39,M,4,High School,Married,CA,91750,yes,yes,no,cellular,Blue-collar,99060,5
*********,30,M,0,High School,Married,FL,91750,no,yes,no,cellular,White-collar,78241,4
*********,55,F,2,High School,Single,FL,91750,no,no,no,telephone,Govt,30894,4
*********,49,F,3,Graduate,Married,VA,91750,yes,no,yes,cellular,Blue-collar,10933,4
*********,51,F,3,Graduate,Married,TX,91750,yes,yes,yes,cellular,Retirees,19529,3
*********,55,M,1,Doctorate,Married,NJ,91750,no,yes,no,cellular,Govt,64004,4
*********,49,F,1,Post-Graduate,Single,CA,91750,yes,yes,no,cellular,Retirees,47410,5
*********,39,F,2,Uneducated,Married,NY,91750,yes,no,no,cellular,White-collar,30249,5
*********,40,F,3,Graduate,Single,CA,91750,yes,no,no,cellular,Govt,30369,5
*********,49,F,5,Graduate,Married,IL,91750,no,yes,no,cellular,Blue-collar,23835,5
*********,47,F,3,Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,46340,3
*********,44,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,15042,4
*********,31,F,0,High School,Single,TX,91750,no,yes,no,cellular,Businessman,31578,4
*********,48,F,3,High School,Married,FL,91750,no,no,no,unknown,Blue-collar,34927,4
*********,45,M,1,Uneducated,Married,TX,91750,yes,no,no,cellular,Businessman,68316,4
*********,54,F,1,High School,Married,FL,91750,no,no,no,cellular,Businessman,165025,5
*********,58,M,3,Uneducated,Unknown,CA,91750,no,no,no,cellular,Blue-collar,90078,4
*********,63,M,0,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,14975,5
*********,45,F,3,High School,Single,WA,91750,no,no,no,cellular,Blue-collar,45183,3
*********,45,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,65524,4
*********,58,F,2,Graduate,Single,NY,91750,yes,no,no,telephone,Govt,54528,4
*********,39,M,2,Post-Graduate,Unknown,TX,91750,yes,yes,yes,cellular,White-collar,90096,5
*********,33,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,27499,5
*********,56,F,1,Graduate,Married,TX,91750,no,no,yes,cellular,Businessman,33294,4
*********,37,F,1,Graduate,Single,NJ,91750,yes,no,no,unknown,Selfemployeed,14975,4
*********,43,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,11727,3
*********,40,F,1,Graduate,Married,TX,91750,yes,yes,no,cellular,Blue-collar,23926,5
*********,40,F,4,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,56214,4
*********,46,F,3,Graduate,Married,TX,91750,no,no,no,cellular,White-collar,38823,4
*********,36,F,3,Graduate,Single,NJ,91750,no,no,no,cellular,Businessman,232465,5
*********,43,F,3,High School,Unknown,TX,91750,no,yes,no,unknown,White-collar,15522,5
*********,43,M,4,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,63139,3
*********,42,M,2,Graduate,Single,NJ,91750,no,yes,no,cellular,Blue-collar,60132,5
*********,39,F,2,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,5225,4
*********,37,M,1,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,67869,4
*********,46,M,2,Unknown,Married,NY,91750,no,yes,no,cellular,Blue-collar,89466,4
*********,51,F,2,Unknown,Single,CA,91750,no,no,no,unknown,Govt,18611,4
*********,39,M,2,Post-Graduate,Single,TX,91750,no,no,no,telephone,Businessman,51893,4
*********,52,M,1,Graduate,Married,NY,91750,yes,no,no,unknown,White-collar,102449,5
*********,64,M,0,Graduate,Single,NY,91750,no,no,no,unknown,Businessman,39807,4
*********,50,F,4,Graduate,Single,FL,91750,yes,no,yes,unknown,Selfemployeed,8250,3
*********,41,M,2,Uneducated,Married,NY,91750,no,no,no,telephone,Retirees,69166,5
*********,46,F,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Govt,28732,3
*********,53,M,4,Graduate,Unknown,CA,91750,no,yes,no,cellular,Businessman,76513,5
*********,54,F,3,Graduate,Single,TX,91750,no,no,no,unknown,Selfemployeed,10256,4
*********,42,F,4,Graduate,Unknown,CA,91750,no,no,no,cellular,White-collar,17642,4
*********,29,M,0,High School,Single,TX,91750,yes,no,no,cellular,Govt,52727,5
*********,48,M,3,Post-Graduate,Single,CA,91750,yes,no,no,telephone,Selfemployeed,70078,5
*********,62,F,1,Unknown,Single,CA,91750,no,yes,no,unknown,Selfemployeed,13594,4
*********,65,M,1,High School,Married,NJ,91750,no,yes,no,unknown,White-collar,36634,5
*********,50,F,4,Uneducated,Single,NY,91750,no,no,yes,cellular,White-collar,29582,4
*********,39,F,1,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,8250,4
*********,45,F,1,Doctorate,Single,CA,91750,no,no,no,cellular,Selfemployeed,20279,4
*********,48,M,3,Graduate,Married,CA,91750,no,no,no,cellular,Retirees,72475,5
*********,42,M,3,High School,Unknown,MO,91750,no,no,no,telephone,White-collar,75119,5
*********,43,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,94932,4
*********,36,M,3,Graduate,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,61111,4
*********,45,M,3,Graduate,Married,NY,91750,yes,yes,no,cellular,White-collar,119607,3
*********,44,M,4,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,67475,5
*********,35,F,3,Unknown,Single,CA,91750,no,yes,no,cellular,Selfemployeed,8250,5
*********,52,F,1,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,31464,4
*********,45,M,2,Graduate,Single,FL,91750,yes,no,no,cellular,Blue-collar,100090,4
*********,36,M,3,Unknown,Unknown,NY,91750,no,yes,no,cellular,Retirees,104814,4
*********,52,M,4,Graduate,Married,CA,91750,no,no,no,telephone,White-collar,99567,5
*********,39,F,3,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,41161,5
*********,46,M,4,High School,Single,TX,91750,no,no,no,cellular,Govt,51286,3
*********,52,M,1,High School,Single,TX,91750,no,yes,no,cellular,Businessman,60799,5
*********,45,M,3,Graduate,Married,NY,91750,no,yes,yes,cellular,Retirees,76690,5
*********,50,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,34193,5
*********,52,F,1,Unknown,Single,FL,91750,no,yes,yes,cellular,Retirees,40478,4
*********,57,M,2,High School,Single,FL,91750,yes,no,no,cellular,Blue-collar,96670,5
*********,47,M,3,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,123663,3
*********,41,F,3,Unknown,Unknown,NY,91750,yes,yes,no,unknown,Govt,36998,5
*********,41,F,3,High School,Married,TX,91750,no,no,no,cellular,Businessman,170693,5
*********,31,F,1,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,2565,5
*********,54,F,3,Doctorate,Married,NY,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,59,M,2,Graduate,Single,TX,91750,no,no,no,cellular,Govt,71347,4
*********,45,F,0,Unknown,Single,NY,91750,yes,no,no,unknown,Govt,16701,5
*********,48,M,2,Graduate,Single,FL,91750,no,yes,yes,unknown,Blue-collar,29035,5
*********,46,F,4,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,4
*********,62,F,0,Graduate,Single,FL,91750,yes,yes,no,unknown,Blue-collar,38756,5
*********,59,F,1,Uneducated,Married,TX,91750,no,yes,yes,cellular,Retirees,49413,3
*********,45,F,2,Graduate,Unknown,CA,91750,no,no,no,cellular,Blue-collar,10577,5
*********,36,F,4,Doctorate,Single,CA,90025,yes,no,no,unknown,Businessman,222523,4
*********,35,M,5,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,78630,5
*********,39,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Retirees,28622,4
*********,50,F,2,Graduate,Married,TX,91750,no,no,no,telephone,Selfemployeed,50916,5
*********,43,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,5
*********,41,F,3,Unknown,Single,CA,91750,no,yes,no,cellular,Govt,24731,4
*********,59,M,1,Graduate,Single,NY,91750,yes,yes,no,cellular,Retirees,70313,5
*********,33,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,33045,3
*********,39,M,4,Post-Graduate,Married,CA,90706,yes,no,no,cellular,White-collar,144402,3
*********,39,M,4,Uneducated,Married,FL,91750,no,yes,no,unknown,Businessman,165743,4
*********,41,F,4,High School,Married,NY,91750,no,yes,yes,unknown,Blue-collar,14049,4
*********,61,M,0,Unknown,Single,NJ,91750,no,no,no,telephone,Selfemployeed,65807,5
*********,62,F,0,Unknown,Married,NJ,91750,yes,no,no,cellular,Govt,54132,4
*********,64,F,0,Graduate,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975,4
*********,55,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Retirees,41177,4
*********,51,F,2,Doctorate,Married,NJ,91750,no,no,yes,telephone,Retirees,39079,5
*********,51,M,0,High School,Unknown,NY,91750,no,no,yes,cellular,Govt,108907,5
*********,58,F,1,Unknown,Married,MA,91750,no,yes,no,cellular,Govt,47916,5
*********,53,M,3,Uneducated,Married,NY,91750,no,yes,no,cellular,Govt,75581,5
*********,65,M,0,Graduate,Married,FL,91750,no,yes,no,unknown,Blue-collar,10144,4
*********,48,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,Govt,34349,5
*********,65,M,0,High School,Married,NY,91750,no,no,no,telephone,Blue-collar,10629,5
*********,46,F,3,Unknown,Married,NY,91750,no,yes,no,cellular,Blue-collar,42742,5
*********,56,M,2,Doctorate,Single,FL,91750,yes,no,no,cellular,Blue-collar,115738,3
*********,51,F,3,High School,Single,TX,91750,no,no,no,unknown,White-collar,46414,5
*********,59,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Businessman,239639,4
*********,34,M,1,High School,Single,CA,91750,yes,no,no,cellular,Businessman,54642,4
*********,43,F,4,Graduate,Married,TX,91750,no,no,no,cellular,Govt,31165,3
*********,46,M,2,Graduate,Married,CA,91750,no,no,yes,cellular,Selfemployeed,53442,5
*********,54,F,1,Uneducated,Single,NY,91750,yes,yes,yes,cellular,Blue-collar,43639,4
*********,36,M,0,Graduate,Married,FL,91750,yes,yes,yes,cellular,White-collar,109176,5
*********,61,F,0,Uneducated,Single,CA,91750,no,yes,no,cellular,Blue-collar,40476,3
*********,37,M,2,Graduate,Married,TX,91750,yes,yes,no,cellular,White-collar,95558,4
*********,47,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,White-collar,57981,5
*********,65,F,1,Graduate,Single,NJ,91750,no,no,no,cellular,Selfemployeed,15266,4
*********,63,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Govt,33559,5
*********,44,M,2,Unknown,Married,CA,91750,yes,no,no,unknown,Govt,80985,3
*********,47,F,4,High School,Unknown,MI,91750,yes,yes,no,cellular,Selfemployeed,9535,3
*********,38,M,1,Uneducated,Single,TX,91750,no,no,yes,cellular,Retirees,47728,4
*********,59,M,0,High School,Single,IL,91750,yes,yes,no,cellular,White-collar,53547,3
*********,43,F,5,Uneducated,Single,CA,91750,no,no,no,unknown,Selfemployeed,10433,5
*********,53,F,0,High School,Single,NY,91750,yes,no,no,telephone,Businessman,160924,4
*********,52,M,2,Graduate,Single,FL,91750,yes,yes,no,cellular,White-collar,65446,5
*********,63,M,1,Unknown,Single,NY,91750,yes,no,no,cellular,Retirees,70799,5
*********,63,M,0,Uneducated,Single,CA,91723,no,no,no,cellular,Govt,51486,5
*********,46,F,4,Unknown,Single,TX,91750,no,no,no,cellular,Blue-collar,35021,4
*********,47,M,3,Uneducated,Single,NY,91750,no,yes,no,cellular,Retirees,68665,5
*********,49,F,4,Graduate,Married,FL,91750,yes,no,no,unknown,Businessman,23695,3
*********,44,F,5,Unknown,Single,NJ,91750,no,no,no,cellular,Businessman,18058,3
*********,48,F,3,Post-Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,15524,5
*********,44,M,1,Unknown,Married,NY,91750,no,no,no,cellular,Blue-collar,79971,5
*********,49,M,4,High School,Married,CA,91750,yes,yes,no,cellular,White-collar,86258,3
*********,53,M,2,Unknown,Single,TX,91750,yes,no,no,cellular,Businessman,64697,4
*********,32,M,1,High School,Married,NY,91750,no,no,no,cellular,Govt,45220,4
*********,54,F,2,Graduate,Married,NY,91750,no,no,yes,unknown,Businessman,35234,4
*********,35,F,4,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,2565,4
*********,63,F,1,Uneducated,Single,TX,91750,no,no,no,cellular,Selfemployeed,7865,5
*********,26,F,0,Unknown,Single,NJ,91750,yes,yes,no,telephone,Blue-collar,40913,4
*********,38,F,4,Graduate,Married,CA,91750,no,yes,no,cellular,Retirees,27861,5
*********,53,M,2,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,54033,4
*********,46,F,3,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,15322,5
*********,53,F,1,Graduate,Single,MN,91750,no,yes,no,unknown,Govt,30447,5
*********,47,F,4,Unknown,Unknown,CA,91750,no,yes,no,cellular,Businessman,15919,5
*********,57,F,3,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,189681,3
*********,46,M,1,High School,Single,NY,91750,yes,no,no,cellular,Blue-collar,59307,5
*********,35,M,2,Unknown,Single,TX,91750,no,no,no,cellular,Selfemployeed,30585,4
*********,57,F,2,High School,Single,TX,91750,no,yes,no,unknown,Businessman,17612,5
*********,41,F,4,Uneducated,Unknown,TX,91750,no,no,no,cellular,White-collar,50967,3
*********,47,F,4,Graduate,Single,CA,91010,yes,no,no,cellular,Businessman,185228,3
*********,43,F,4,Graduate,Single,FL,91750,no,yes,no,unknown,White-collar,38006,4
*********,29,F,0,High School,Single,CA,91750,no,no,no,cellular,Retirees,39942,4
*********,54,F,1,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,38173,3
*********,46,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,27916,5
*********,53,M,1,Graduate,Single,FL,91750,no,no,no,unknown,Blue-collar,108583,3
*********,46,M,0,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,88492,4
*********,55,F,3,Graduate,Single,NY,91750,no,yes,no,telephone,Govt,25626,4
*********,45,F,2,Uneducated,Unknown,NY,91750,no,no,no,cellular,Govt,43092,5
*********,50,F,1,High School,Married,CA,91750,no,yes,no,telephone,Businessman,18733,5
*********,57,F,1,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,59167,4
*********,29,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,White-collar,51245,5
*********,50,F,3,Unknown,Single,CA,91750,yes,no,no,cellular,Blue-collar,36797,5
*********,43,M,4,High School,Married,CA,91750,yes,no,no,cellular,Businessman,50714,3
*********,56,F,3,Uneducated,Single,NY,91750,no,no,no,cellular,Selfemployeed,14975,3
*********,35,F,2,Unknown,Single,NY,91750,yes,no,no,telephone,Selfemployeed,14975,4
*********,38,M,0,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,64642,4
*********,49,F,3,Unknown,Single,CA,91750,no,no,no,unknown,Govt,37665,4
*********,58,F,1,Doctorate,Married,NY,91750,yes,no,no,unknown,Retirees,20447,3
*********,44,F,2,High School,Married,NJ,91750,no,no,no,cellular,Selfemployeed,14975,5
*********,55,M,1,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,92745,5
*********,38,F,4,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,23790,5
*********,44,F,3,Doctorate,Married,AK,99504,no,yes,no,cellular,Govt,21724,3
*********,44,F,2,Graduate,Unknown,FL,91750,no,no,no,unknown,White-collar,18616,5
*********,38,F,1,High School,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,12150,5
*********,42,F,2,Uneducated,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,14975,3
*********,53,F,3,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,39639,5
*********,33,F,3,Unknown,Single,NY,91750,no,yes,no,cellular,Govt,58665,3
*********,50,M,2,Uneducated,Single,TX,91750,yes,no,no,cellular,Govt,91626,3
*********,43,M,3,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,79042,4
*********,50,M,4,Unknown,Married,NY,91750,yes,no,no,cellular,Govt,56645,4
*********,43,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,46848,5
*********,41,F,3,Unknown,Married,TX,91750,no,yes,yes,telephone,Businessman,147098,3
*********,45,M,3,Graduate,Unknown,FL,91750,no,no,no,cellular,Businessman,84460,5
*********,65,M,0,High School,Single,NY,91750,no,no,no,unknown,Govt,36833,4
*********,62,F,1,Unknown,Single,IA,91750,no,yes,yes,unknown,Blue-collar,25724,5
*********,47,M,4,Unknown,Married,TX,91750,no,no,no,cellular,White-collar,79385,3
*********,50,F,4,High School,Single,TX,91750,no,no,no,unknown,Selfemployeed,11480,5
*********,39,M,4,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,71058,4
*********,61,M,0,Post-Graduate,Single,NY,91750,yes,yes,no,cellular,White-collar,79741,3
*********,67,M,1,Uneducated,Married,VA,91750,yes,yes,yes,cellular,Govt,52931,4
*********,44,F,2,Doctorate,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,28054,5
*********,47,M,4,Unknown,Unknown,TX,91750,yes,no,no,cellular,Retirees,70983,5
*********,42,M,3,Doctorate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,73968,3
*********,55,M,3,Uneducated,Single,CA,90275,yes,yes,yes,telephone,Businessman,165920,3
*********,48,F,1,High School,Single,FL,91750,no,no,no,unknown,Businessman,36329,5
*********,47,F,3,Unknown,Single,TX,91750,yes,yes,yes,unknown,Selfemployeed,1250,4
*********,39,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,45838,4
*********,51,F,3,Post-Graduate,Married,FL,91750,no,no,no,telephone,Selfemployeed,14975,5
*********,44,M,2,Graduate,Unknown,NY,91750,yes,no,no,cellular,Businessman,93963,4
*********,45,M,3,Graduate,Unknown,TX,91750,no,no,no,cellular,White-collar,119437,3
*********,52,M,2,High School,Single,FL,91750,no,no,no,cellular,Govt,76870,4
*********,50,F,0,High School,Single,FL,91750,yes,no,no,cellular,Businessman,43171,5
*********,30,F,0,Graduate,Married,NY,91750,no,yes,no,unknown,Businessman,21817,5
*********,49,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,6550,4
*********,52,F,3,Unknown,Single,CA,91750,no,yes,no,cellular,Govt,33141,3
*********,49,M,1,High School,Unknown,CA,91750,no,no,no,unknown,Govt,74514,5
*********,33,F,2,Graduate,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,11841,5
*********,61,M,0,High School,Single,CT,91750,yes,yes,no,cellular,Govt,64298,4
*********,31,M,0,High School,Married,TX,91750,no,no,no,cellular,Retirees,68161,3
*********,53,F,1,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,46834,4
*********,50,F,2,Graduate,Single,TX,91750,no,yes,no,unknown,Blue-collar,13970,3
*********,41,F,3,Post-Graduate,Unknown,CA,91750,no,yes,no,cellular,Govt,41695,5
*********,46,M,5,High School,Married,FL,91750,no,yes,no,unknown,Businessman,130328,5
*********,46,M,4,Graduate,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,65289,5
*********,39,F,2,Unknown,Married,NY,91750,yes,no,no,telephone,Selfemployeed,14975,4
*********,47,M,3,High School,Single,FL,91750,no,no,no,cellular,White-collar,56423,4
*********,32,M,2,Graduate,Single,TX,91750,yes,no,no,unknown,Businessman,234897,5
*********,38,F,4,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,20040,5
*********,57,M,1,Graduate,Married,OH,91750,yes,yes,yes,unknown,Govt,83746,5
*********,65,M,0,Unknown,Single,CA,91750,yes,no,no,cellular,Retirees,56986,5
*********,45,F,2,High School,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,14975,5
*********,60,M,0,High School,Single,NY,91750,no,no,no,cellular,Retirees,46968,5
*********,48,F,2,Unknown,Married,TX,91750,no,no,yes,cellular,Govt,16168,3
*********,55,M,2,Doctorate,Married,CA,91750,no,no,yes,telephone,Retirees,65772,5
*********,40,F,2,Unknown,Single,TX,91750,no,yes,no,unknown,White-collar,30655,3
*********,49,F,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Businessman,18197,5
*********,41,F,2,Graduate,Single,TX,91750,no,no,no,cellular,White-collar,19506,4
*********,55,M,1,Graduate,Single,UT,91750,yes,yes,no,cellular,Govt,81007,4
*********,52,F,2,Graduate,Single,TX,91750,yes,no,no,cellular,Businessman,179489,4
*********,33,M,3,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,73123,4
*********,44,M,0,Uneducated,Married,NJ,91750,no,no,no,cellular,Businessman,37157,5
*********,41,F,2,Unknown,Unknown,CA,91750,no,yes,yes,cellular,Govt,24954,5
*********,42,F,5,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,32784,4
*********,51,F,2,Unknown,Unknown,CA,91750,yes,yes,no,cellular,Govt,46596,5
*********,49,F,1,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,57554,4
*********,39,F,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,6550,4
*********,48,F,1,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,23975,5
*********,42,M,2,Graduate,Married,NJ,91750,no,yes,no,unknown,Retirees,104155,4
*********,62,F,0,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,34882,4
*********,48,F,1,Unknown,Single,NY,91750,no,yes,no,unknown,Blue-collar,36126,3
*********,37,F,2,Graduate,Married,CA,91750,no,yes,yes,cellular,Govt,37366,4
*********,41,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Govt,49377,4
*********,47,M,3,Unknown,Married,TX,91750,yes,no,no,cellular,Selfemployeed,79692,5
*********,53,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Retirees,18170,5
*********,50,F,2,High School,Married,TX,91750,yes,no,no,unknown,Selfemployeed,5225,4
*********,50,F,4,High School,Single,TX,91750,no,yes,no,cellular,Businessman,225646,4
*********,41,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,17290,4
*********,46,M,4,High School,Married,NY,91750,no,no,no,cellular,Businessman,73424,4
*********,43,F,4,Graduate,Married,NY,91750,no,no,no,unknown,Businessman,32283,5
*********,42,F,3,High School,Single,TX,91750,no,no,no,cellular,Selfemployeed,33113,4
*********,40,F,4,Unknown,Single,FL,91750,no,yes,no,cellular,Businessman,16611,5
*********,35,F,1,Unknown,Married,TX,91750,yes,no,no,cellular,Govt,19227,4
*********,36,M,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,47755,5
*********,44,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,30473,5
*********,32,M,0,High School,Single,NY,91750,no,yes,no,cellular,White-collar,66302,3
*********,32,F,1,Graduate,Single,CA,91750,no,no,no,cellular,Govt,23880,4
*********,54,F,0,Unknown,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975,4
*********,58,F,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Businessman,32956,5
*********,57,M,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,Blue-collar,60463,3
*********,45,F,5,Uneducated,Married,CA,91750,yes,yes,no,unknown,White-collar,26899,4
*********,36,M,2,Doctorate,Single,FL,91750,no,no,no,cellular,Blue-collar,58977,3
*********,48,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,75671,5
*********,44,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Govt,76163,4
*********,38,M,1,Unknown,Married,NY,91750,yes,yes,no,unknown,Businessman,165242,5
*********,31,M,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,107590,3
*********,43,F,4,Graduate,Unknown,CA,91750,yes,yes,yes,cellular,Selfemployeed,14975,4
*********,32,F,0,High School,Married,FL,91750,no,no,no,cellular,Blue-collar,30481,4
*********,49,F,4,Graduate,Single,CA,91750,yes,no,no,cellular,White-collar,42649,4
*********,45,F,3,High School,Married,CA,91750,no,yes,no,unknown,Selfemployeed,14975,5
*********,42,M,4,High School,Unknown,CA,91750,yes,yes,no,telephone,Govt,68513,4
*********,52,F,2,Graduate,Married,NJ,91750,no,yes,no,unknown,Blue-collar,31242,4
*********,32,F,1,High School,Single,CA,91750,no,yes,no,unknown,Blue-collar,12095,5
*********,56,F,2,Unknown,Married,AK,72023,no,yes,no,unknown,Selfemployeed,8250,5
*********,41,F,4,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,44767,5
*********,44,M,2,Unknown,Single,FL,91750,no,yes,no,cellular,Govt,62307,4
*********,41,M,4,High School,Single,CA,91750,yes,yes,yes,cellular,Govt,71809,3
*********,58,M,0,High School,Married,NY,91750,no,no,no,telephone,Businessman,94492,5
*********,30,F,2,Post-Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,39982,4
*********,43,M,4,Uneducated,Single,CA,91750,no,yes,no,cellular,Selfemployeed,47846,4
*********,58,M,2,High School,Married,TX,91750,no,yes,no,cellular,White-collar,68047,4
*********,42,F,4,Unknown,Single,FL,91750,yes,yes,no,cellular,White-collar,32052,4
*********,49,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,15712,4
*********,57,F,3,Unknown,Unknown,NY,91750,yes,no,yes,cellular,Selfemployeed,35539,5
*********,52,M,3,High School,Single,NY,91750,yes,no,yes,cellular,Blue-collar,10109,4
*********,37,F,2,Post-Graduate,Single,TX,91750,no,no,no,unknown,Selfemployeed,20644,3
